#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000003.1	78507	79319	-	blaNDM-5_1	1-813/813	===============	0/0	100.00	100.00	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000003.1	80704	81625	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000003.1	85727	86587	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000003.1	86757	87512	+	rmtB_1	1-756/756	===============	0/0	100.00	100.00	resfinder	AB103506	rmtB	Amikacin;Arbekacin;Gentamicin;Isepamicin;Kanamycin;Sisomicin;Tobramycin
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000003.1	89782	90545	+	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000006.1	5046	5843	-	blaOXA-232_1	1-798/798	===============	0/0	100.00	100.00	resfinder	JX423831	blaOXA-232	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Piperacillin;Piperacillin+Tazobactam
GCA_051450145.1/GCA_051450145.1_ASM5145014v1_genomic.fna	JBPAHZ010000006.1	11187	11984	-	blaOXA-232_1	1-798/798	===============	0/0	100.00	100.00	resfinder	JX423831	blaOXA-232	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Piperacillin;Piperacillin+Tazobactam
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000001.1	811398	812573	+	OqxA_1	1-1176/1176	===============	0/0	100.00	99.66	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000001.1	812597	815749	+	OqxB_1	1-3153/3153	===============	0/0	100.00	98.83	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000001.1	2451378	2452308	+	mph(A)_2	1-921/921	========/======	2/10	100.00	98.71	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000001.1	2456410	2457270	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000001.1	2457440	2458195	+	rmtB_1	1-756/756	===============	0/0	100.00	100.00	resfinder	AB103506	rmtB	Amikacin;Arbekacin;Gentamicin;Isepamicin;Kanamycin;Sisomicin;Tobramycin
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000001.1	2460329	2461141	+	blaNDM-5_1	1-813/813	===============	0/0	100.00	100.00	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000001.1	2465454	2466320	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000001.1	2466798	2467599	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000001.1	2467997	2468494	-	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000001.1	2497821	2498584	+	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000001.1	2707366	2707785	+	fosA_6	1-420/420	===============	0/0	100.00	96.43	resfinder	ACZD01000244	fosA	Fosfomycin
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000001.1	4521946	4522821	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000001.1	4615980	4616840	-	blaSHV-106_1	1-861/861	===============	0/0	100.00	99.77	resfinder	AM922307	blaSHV-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000002.1	35643	36473	-	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000002.1	36604	37203	-	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Amikacin;Ciprofloxacin;Dibekacin;Fluoroquinolone;Netilmicin;Sisomicin;Tobramycin
GCA_051451785.1/GCA_051451785.1_ASM5145178v1_genomic.fna	JBPALD010000002.1	40707	41582	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_051452545.1/GCA_051452545.1_ASM5145254v1_genomic.fna	JBPAMQ010000001.1	1149399	1149818	-	fosA5_1	1-420/420	===============	0/0	100.00	96.91	resfinder	EU195449	fosA5	Fosfomycin
GCA_051452545.1/GCA_051452545.1_ASM5145254v1_genomic.fna	JBPAMQ010000001.1	3004783	3007935	-	OqxB_1	1-3153/3153	===============	0/0	100.00	98.95	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051452545.1/GCA_051452545.1_ASM5145254v1_genomic.fna	JBPAMQ010000001.1	3007959	3009134	-	OqxA_1	1-1176/1176	===============	0/0	100.00	98.98	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051452545.1/GCA_051452545.1_ASM5145254v1_genomic.fna	JBPAMQ010000001.1	4453118	4453984	+	blaSHV-187_1	1-867/867	===============	0/0	100.00	99.31	resfinder	LN515533	blaSHV-187	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_051452565.1/GCA_051452565.1_ASM5145256v1_genomic.fna	JBPAMR010000001.1	1588280	1588699	-	fosA6_1	1-420/420	===============	0/0	100.00	99.76	resfinder	KU254579	fosA6	Fosfomycin
GCA_051452565.1/GCA_051452565.1_ASM5145256v1_genomic.fna	JBPAMR010000001.1	3495601	3498753	-	OqxB_1	1-3153/3153	===============	0/0	100.00	98.86	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051452565.1/GCA_051452565.1_ASM5145256v1_genomic.fna	JBPAMR010000001.1	3498777	3499952	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.23	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051452565.1/GCA_051452565.1_ASM5145256v1_genomic.fna	JBPAMR010000001.1	5083806	5084666	+	blaSHV-106_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AM922307	blaSHV-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051452565.1/GCA_051452565.1_ASM5145256v1_genomic.fna	JBPAMR010000002.1	32564	33379	-	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359	aph(3')-Ia	Kanamycin
GCA_051452565.1/GCA_051452565.1_ASM5145256v1_genomic.fna	JBPAMR010000002.1	37039	38285	-	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	tet(A)	Doxycycline;Tetracycline
GCA_051452565.1/GCA_051452565.1_ASM5145256v1_genomic.fna	JBPAMR010000002.1	42198	43028	-	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
GCA_051452565.1/GCA_051452565.1_ASM5145256v1_genomic.fna	JBPAMR010000002.1	43159	43758	-	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Amikacin;Ciprofloxacin;Dibekacin;Fluoroquinolone;Netilmicin;Sisomicin;Tobramycin
GCA_051452565.1/GCA_051452565.1_ASM5145256v1_genomic.fna	JBPAMR010000002.1	47262	48137	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051452565.1/GCA_051452565.1_ASM5145256v1_genomic.fna	JBPAMR010000002.1	50959	51819	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCA_051452565.1/GCA_051452565.1_ASM5145256v1_genomic.fna	JBPAMR010000002.1	56837	57334	+	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
GCA_051452565.1/GCA_051452565.1_ASM5145256v1_genomic.fna	JBPAMR010000002.1	57732	58533	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCA_051452565.1/GCA_051452565.1_ASM5145256v1_genomic.fna	JBPAMR010000002.1	59011	59877	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCA_051452565.1/GCA_051452565.1_ASM5145256v1_genomic.fna	JBPAMR010000002.1	61178	62099	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_051452925.1/GCA_051452925.1_ASM5145292v1_genomic.fna	JBPANJ010000001.1	458024	458899	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051452925.1/GCA_051452925.1_ASM5145292v1_genomic.fna	JBPANJ010000001.1	460401	461576	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.41	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051452925.1/GCA_051452925.1_ASM5145292v1_genomic.fna	JBPANJ010000004.1	202933	203808	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051452925.1/GCA_051452925.1_ASM5145292v1_genomic.fna	JBPANJ010000005.1	196332	197192	+	blaSHV-106_1	1-861/861	===============	0/0	100.00	99.77	resfinder	AM922307	blaSHV-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051452925.1/GCA_051452925.1_ASM5145292v1_genomic.fna	JBPANJ010000009.1	107848	108267	-	fosA_6	1-420/420	===============	0/0	100.00	96.91	resfinder	ACZD01000244	fosA	Fosfomycin
GCA_051452925.1/GCA_051452925.1_ASM5145292v1_genomic.fna	JBPANJ010000011.1	30732	31495	-	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCA_051452925.1/GCA_051452925.1_ASM5145292v1_genomic.fna	JBPANJ010000011.1	32651	33572	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
GCA_051452925.1/GCA_051452925.1_ASM5145292v1_genomic.fna	JBPANJ010000011.1	38867	39733	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCA_051452925.1/GCA_051452925.1_ASM5145292v1_genomic.fna	JBPANJ010000011.1	42181	42982	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCA_051452925.1/GCA_051452925.1_ASM5145292v1_genomic.fna	JBPANJ010000011.1	43380	43877	-	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
GCA_051452925.1/GCA_051452925.1_ASM5145292v1_genomic.fna	JBPANJ010000017.1	5432	6229	-	blaOXA-232_1	1-798/798	===============	0/0	100.00	100.00	resfinder	JX423831	blaOXA-232	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Piperacillin;Piperacillin+Tazobactam
GCA_051452925.1/GCA_051452925.1_ASM5145292v1_genomic.fna	JBPANJ010000020.1	51342	52121	-	rmtF_1	1-780/780	===============	0/0	100.00	100.00	resfinder	JQ808129	rmtF	Amikacin;Gentamicin;Tobramycin
GCA_051452925.1/GCA_051452925.1_ASM5145292v1_genomic.fna	JBPANJ010000020.1	55141	55683	-	ARR-3_4	1-543/543	===============	0/0	100.00	99.82	resfinder	FM207631	ARR-3	Rifampicin
GCA_051452925.1/GCA_051452925.1_ASM5145292v1_genomic.fna	JBPANJ010000020.1	63907	64566	+	catA1_1	1-660/660	===============	0/0	100.00	99.85	resfinder	V00622	catA1	Chloramphenicol
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_051452965.1/GCA_051452965.1_ASM5145296v1_genomic.fna	JBPANL010000001.1	1585090	1585501	+	fosA_3	1-412/420	===============	0/0	98.10	100.00	resfinder	ACWO01000079	fosA	Fosfomycin
GCA_051452965.1/GCA_051452965.1_ASM5145296v1_genomic.fna	JBPANL010000001.1	3389123	3389983	-	blaSHV-145_1	1-861/861	===============	0/0	100.00	99.88	resfinder	JX013655	blaSHV-145	
GCA_051452965.1/GCA_051452965.1_ASM5145296v1_genomic.fna	JBPANL010000001.1	4832015	4833190	+	OqxA_1	1-1176/1176	===============	0/0	100.00	99.75	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051452965.1/GCA_051452965.1_ASM5145296v1_genomic.fna	JBPANL010000001.1	4833214	4836366	+	OqxB_1	1-3153/3153	===============	0/0	100.00	99.11	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051452965.1/GCA_051452965.1_ASM5145296v1_genomic.fna	JBPANL010000002.1	16090	16746	+	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	qnrS1	Ciprofloxacin
GCA_051452965.1/GCA_051452965.1_ASM5145296v1_genomic.fna	JBPANL010000002.1	51393	52049	+	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	qnrS1	Ciprofloxacin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000001.1	748443	749303	+	blaSHV-106_1	1-861/861	===============	0/0	100.00	99.77	resfinder	AM922307	blaSHV-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000001.1	2644154	2644573	-	fosA_6	1-420/420	===============	0/0	100.00	96.91	resfinder	ACZD01000244	fosA	Fosfomycin
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000001.1	2911119	2911994	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000001.1	4514702	4515577	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000001.1	4517079	4518254	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.41	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000006.1	1128	1907	+	rmtF_1	1-780/780	===============	0/0	100.00	100.00	resfinder	JQ808129	rmtF	Amikacin;Gentamicin;Tobramycin
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000006.1	79357	80016	-	catA1_1	1-660/660	===============	0/0	100.00	99.85	resfinder	V00622	catA1	Chloramphenicol
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000006.1	88240	88782	+	ARR-3_4	1-543/543	===============	0/0	100.00	99.82	resfinder	FM207631	ARR-3	Rifampicin
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000006.1	91802	92581	+	rmtF_1	1-780/780	===============	0/0	100.00	100.00	resfinder	JQ808129	rmtF	Amikacin;Gentamicin;Tobramycin
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000007.1	3422	4219	+	blaOXA-232_1	1-798/798	===============	0/0	100.00	100.00	resfinder	JX423831	blaOXA-232	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Piperacillin;Piperacillin+Tazobactam
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000007.1	9563	10360	+	blaOXA-232_1	1-798/798	===============	0/0	100.00	100.00	resfinder	JX423831	blaOXA-232	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Piperacillin;Piperacillin+Tazobactam
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000009.1	15290	16053	-	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000009.1	17209	18130	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000009.1	23425	24291	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000009.1	26739	27540	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000009.1	27938	28435	-	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000009.1	88566	89329	-	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCA_051452985.1/GCA_051452985.1_ASM5145298v1_genomic.fna	JBPANM010000009.1	90485	91406	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000001.1	359674	360093	-	fosA_6	1-420/420	===============	0/0	100.00	96.91	resfinder	ACZD01000244	fosA	Fosfomycin
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000001.1	626639	627514	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000001.1	2230229	2231104	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000001.1	2232606	2233781	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.41	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000001.1	3847498	3848358	+	blaSHV-106_1	1-861/861	===============	0/0	100.00	99.77	resfinder	AM922307	blaSHV-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000007.1	3271	4068	-	blaOXA-232_1	1-798/798	===============	0/0	100.00	100.00	resfinder	JX423831	blaOXA-232	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Piperacillin;Piperacillin+Tazobactam
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000007.1	9412	10209	-	blaOXA-232_1	1-798/798	===============	0/0	100.00	100.00	resfinder	JX423831	blaOXA-232	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Piperacillin;Piperacillin+Tazobactam
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000007.1	15553	16350	-	blaOXA-232_1	1-798/798	===============	0/0	100.00	100.00	resfinder	JX423831	blaOXA-232	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Piperacillin;Piperacillin+Tazobactam
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000008.1	58696	59459	-	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000008.1	60615	61536	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000008.1	66831	67697	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000008.1	70145	70946	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000008.1	71344	71841	-	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000009.1	23401	24060	-	catA1_1	1-660/660	===============	0/0	100.00	99.85	resfinder	V00622	catA1	Chloramphenicol
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000009.1	32284	32826	+	ARR-3_4	1-543/543	===============	0/0	100.00	99.82	resfinder	FM207631	ARR-3	Rifampicin
